rid,age,race,latino,vote12,vote16,media,partyid,income,obama.th,trump.th,biden.th
601,42,1,2,1,1,2,3,15,60,0,40
602,75,1,2,1,1,3,2,,0,100,0
603,33,1,2,2,,2,2,6,40,60,0
604,40,3,1,1,,2,3,2,90,0,60
605,56,1,2,2,,3,2,15,0,100,15
606,44,1,2,2,,2,5,11,15,85,0
607,80,3,1,1,1,1,1,16,100,40,100
608,25,1,2,1,1,2,1,15,100,0,100
609,26,1,2,2,1,2,2,14,50,100,0
610,75,1,2,1,,1,1,18,85,0,85
611,68,1,2,1,,1,1,21,100,0,85
612,27,1,2,1,,2,3,6,75,75,50
613,46,3,1,1,1,2,1,15,100,0,70
614,71,1,2,1,1,1,2,8,0,85,15
615,49,1,2,1,1,2,1,22,100,0,80
616,57,2,2,1,,3,,,100,15,85
617,80,1,2,1,1,2,3,15,30,0,60
618,66,1,2,1,,2,2,10,15,100,15
619,43,3,1,2,2,3,2,17,50,100,30
620,55,1,2,1,1,3,2,10,0,100,0
621,64,1,2,2,2,3,3,13,50,50,50
622,80,1,2,1,,3,3,10,85,0,100
623,57,5,2,1,,2,3,8,85,0,65
624,32,2,2,1,1,3,1,10,99,0,90
625,53,1,2,1,,2,2,15,15,100,0
626,68,1,2,1,,2,2,14,0,95,0
627,67,1,2,1,1,3,3,16,85,25,70
628,26,1,2,2,2,,2,16,0,100,0
629,50,2,2,2,,2,1,1,85,0,100
630,33,5,2,2,,3,3,2,100,0,
631,58,1,2,1,1,2,1,9,100,60,40
632,36,1,2,1,1,2,1,17,100,0,70
633,46,2,2,1,1,4,2,22,100,30,70
634,30,6,2,1,,2,3,5,70,15,30
635,78,1,2,1,,2,1,,85,15,85
636,70,2,2,1,,2,1,2,85,0,85
637,53,1,2,2,,4,3,18,40,60,60
638,59,6,2,1,,1,3,22,100,0,85
639,39,1,2,2,,2,3,15,0,100,0
640,46,6,2,1,1,1,1,8,100,,100
641,69,1,2,1,2,2,2,2,60,70,30
642,80,1,2,1,,1,3,15,60,60,50
643,31,1,2,1,,2,1,22,90,0,80
644,49,1,2,1,,2,3,20,0,95,10
645,41,1,2,1,,2,1,15,85,0,85
646,58,2,2,1,,2,1,7,85,15,70
647,32,3,1,1,1,3,3,21,70,0,50
648,22,3,1,2,2,3,1,16,90,0,70
649,59,1,2,1,,2,2,18,70,0,60
650,29,1,2,1,1,2,1,8,90,0,85
651,69,1,2,1,1,2,2,19,30,85,0
652,39,1,2,2,,3,3,1,10,55,0
653,39,1,2,1,,1,3,12,85,0,70
654,64,1,2,2,2,3,2,3,0,100,0
655,53,1,2,1,1,2,2,21,100,,100
656,65,1,2,1,1,2,5,10,30,,0
657,36,3,1,2,,3,3,4,70,0,85
658,76,1,2,1,1,2,3,21,70,0,100
659,59,2,2,1,1,1,1,19,100,0,100
660,51,4,2,1,1,2,2,15,0,100,0
661,49,6,2,2,,3,2,21,85,70,40
662,29,1,2,1,1,1,1,7,100,15,85
663,29,4,2,2,2,3,1,15,75,0,50
664,47,3,1,2,,2,3,10,60,60,30
665,64,1,2,1,1,1,1,17,90,0,90
666,66,5,2,1,,1,1,2,100,0,100
667,35,1,2,1,1,2,1,10,100,0,85
668,80,1,2,1,,1,2,7,15,90,40
669,59,1,2,1,,1,2,22,15,85,15
670,74,1,2,1,1,3,2,16,10,85,15
671,73,1,2,1,1,1,2,9,100,0,95
672,29,3,1,1,1,,1,21,99,0,90
673,80,,,1,,2,2,,60,70,50
674,,3,1,1,1,1,5,,0,85,0
675,,1,2,1,,1,5,,70,0,60
676,54,1,2,1,2,3,1,10,60,50,60
677,,1,2,1,1,2,5,21,20,75,15
678,43,2,2,2,1,2,1,4,100,15,100
679,80,1,2,1,,,2,7,30,85,30
680,55,1,2,1,,2,3,13,75,15,70
681,51,1,2,1,,,1,17,100,0,100
682,46,2,2,1,1,2,5,17,100,0,85
683,38,1,2,1,1,2,2,17,15,85,
684,62,1,2,1,,2,1,12,100,0,70
685,60,1,2,1,2,,5,,35,90,20
686,43,2,2,2,2,,1,2,100,0,100
687,72,3,1,1,1,1,3,20,85,60,40
688,80,3,1,1,,,1,7,100,0,70
689,23,3,1,2,2,2,1,14,100,0,100
690,68,1,2,1,,2,3,17,0,85,40
691,57,1,2,1,1,2,2,4,15,70,15
692,,1,2,1,,3,2,20,15,70,30
693,52,3,1,1,,3,2,1,100,85,85
694,69,1,2,1,1,2,2,16,0,100,0
695,,1,2,2,1,3,2,1,75,0,40
696,39,1,2,2,2,3,3,11,15,60,30
697,72,4,2,1,,1,2,10,0,85,0
698,27,1,2,1,1,2,2,7,40,60,15
699,38,2,2,1,,2,1,12,85,0,70
700,49,6,2,1,1,2,3,22,100,0,100
701,,2,2,1,1,2,2,,30,60,50
702,68,3,1,1,1,1,3,4,50,40,50
703,40,4,2,2,1,3,1,21,70,15,40
704,49,4,2,2,2,3,2,22,85,60,50
705,26,1,2,2,1,2,2,16,15,100,0
706,34,4,2,2,,2,3,21,90,10,80
707,51,1,2,1,1,3,2,11,0,100,0
708,23,1,2,2,,2,2,8,0,100,0
709,80,3,1,1,,2,1,6,100,0,90
710,25,6,2,2,,,1,8,85,15,60
711,80,1,2,1,,1,1,22,100,,100
712,43,6,2,1,1,2,2,9,40,86,5
713,59,1,2,1,,2,2,20,10,90,0
714,49,2,2,1,,2,1,17,100,15,85
715,32,1,2,1,,2,2,18,0,100,0
716,69,1,2,1,1,1,1,16,90,0,75
717,80,1,2,1,,2,2,1,5,75,0
718,45,1,2,1,1,2,3,1,70,15,40
719,43,2,2,1,1,3,3,20,85,0,60
720,69,1,2,2,,2,3,4,85,70,70
721,80,6,2,1,,2,3,4,0,100,0
722,55,1,2,1,,2,2,11,60,100,50
723,75,1,2,1,1,2,3,2,85,0,70
724,60,1,2,1,1,2,3,12,70,45,50
725,75,1,2,1,,1,1,9,85,0,70
726,69,1,2,2,,2,2,5,85,85,15
727,60,1,2,1,1,2,2,14,0,85,0
728,59,1,2,1,1,2,1,,85,0,70
729,26,1,2,1,1,3,1,1,75,0,75
730,64,1,2,1,1,2,1,3,70,15,60
731,64,,2,1,,3,3,1,,,
732,62,1,2,1,1,3,2,13,0,100,0
733,46,2,2,1,2,2,1,3,100,0,85
734,72,1,2,1,,2,2,9,15,85,30
735,53,1,2,1,,2,2,20,10,90,15
736,33,1,2,2,,3,2,1,0,70,0
737,61,1,2,1,1,3,1,7,85,15,85
738,24,3,1,2,,3,1,13,100,0,65
739,58,1,2,2,,3,2,13,15,70,30
740,47,1,2,1,2,4,3,6,60,0,50
741,63,6,2,2,2,2,1,16,85,30,60
742,64,1,2,1,,1,2,,40,60,30
743,55,1,2,1,,4,2,13,70,40,0
744,41,2,2,1,,2,1,16,100,0,100
745,68,1,2,1,1,3,2,10,85,30,85
746,80,1,2,1,1,2,2,13,30,60,40
747,25,3,1,2,,1,1,,70,0,30
748,66,1,2,1,1,2,2,17,0,70,0
749,63,1,2,1,,1,2,12,15,60,0
750,34,2,2,1,,2,1,6,100,0,100
751,55,1,2,2,1,,3,17,0,100,0
752,73,1,2,1,1,2,2,10,40,85,0
753,80,1,2,1,1,2,3,18,30,70,40
754,45,1,2,1,,3,3,15,60,0,40
755,50,1,2,1,2,2,3,21,40,85,15
756,54,1,2,1,,1,2,18,70,70,30
757,70,1,2,1,1,,2,13,0,85,0
758,28,1,2,1,1,2,3,18,60,0,50
759,43,1,2,1,,3,1,14,80,60,60
760,76,1,2,1,1,1,2,2,0,85,0
761,39,1,2,1,1,1,1,21,100,0,85
762,50,1,2,1,1,1,2,16,60,85,15
763,74,1,2,1,,2,1,3,100,0,100
764,27,1,2,2,,3,2,2,60,70,50
765,76,1,2,1,1,2,3,9,60,60,
766,33,1,2,2,,3,2,13,40,100,40
767,56,1,2,1,1,1,2,22,0,95,0
768,71,1,2,2,,1,2,7,0,85,0
769,69,1,2,1,,3,2,14,15,85,15
770,48,1,2,2,,2,3,5,30,90,0
771,57,1,2,1,,2,1,16,85,0,70
772,63,1,2,1,,1,1,8,100,9,85
773,80,2,2,1,,2,1,9,100,0,100
774,38,1,2,1,,2,1,21,100,0,90
775,80,1,2,1,1,2,1,8,,,
776,71,1,2,1,1,1,2,5,0,100,0
777,58,2,2,2,2,3,,6,80,80,1
778,66,1,2,1,1,3,2,15,0,100,0
779,45,1,2,1,,4,2,20,0,100,0
780,31,3,1,2,1,3,1,15,100,0,80
781,49,1,2,1,,1,2,20,0,85,0
782,80,1,2,1,,1,1,1,85,15,85
783,,1,2,2,,,2,21,15,85,40
784,61,1,2,1,,2,1,21,100,0,95
785,26,1,2,1,,2,3,11,0,85,0
786,45,5,2,1,1,2,3,17,60,0,40
787,32,1,2,1,1,3,1,16,85,0,70
788,51,4,2,1,1,2,1,21,85,0,75
789,35,1,2,1,,2,2,15,35,90,15
790,56,1,2,2,,2,2,22,60,60,40
791,46,1,2,1,1,2,3,13,60,1,40
792,35,1,2,1,,3,1,15,30,70,0
793,42,3,1,2,,3,5,1,60,40,40
794,54,1,2,2,,3,2,1,0,85,0
795,,1,2,1,,2,2,,69,30,75
796,23,5,2,2,,1,3,21,25,85,30
797,33,1,2,1,1,3,3,20,70,0,30
798,73,1,2,1,1,1,1,10,100,0,100
799,54,3,1,1,,1,2,10,10,90,10
800,36,3,1,1,,2,1,7,100,0,100
801,25,3,1,2,2,,2,11,0,50,0
802,80,1,2,1,1,2,1,5,100,0,85
803,69,1,2,1,1,2,2,15,50,0,70
804,61,1,2,1,,2,2,17,12,89,30
805,55,3,1,1,1,2,1,2,100,0,70
806,79,1,2,1,1,1,1,,100,0,100
807,80,3,1,1,,3,1,5,100,60,100
808,,1,2,2,2,4,3,,70,30,60
809,60,1,2,1,1,3,2,13,0,100,0
810,43,1,2,2,,4,2,18,,40,40
811,41,3,1,2,1,3,1,6,100,50,85
812,36,1,2,1,1,3,2,18,60,85,30
813,73,1,2,1,1,2,1,5,100,0,100
814,75,1,2,1,,1,3,4,100,0,100
815,62,1,2,1,,2,2,21,85,60,50
816,73,1,2,1,,2,2,20,40,70,50
817,33,1,2,1,,2,2,19,30,75,15
818,80,6,2,1,,1,2,8,0,100,0
819,26,1,2,2,,3,1,11,95,0,25
820,52,1,2,1,1,2,2,17,15,100,0
821,41,1,2,1,1,2,2,1,0,90,15
822,67,1,2,1,,2,1,6,85,0,70
823,65,1,2,1,2,1,2,,0,60,
824,69,1,2,1,,3,1,11,85,0,85
825,59,1,2,1,1,,1,6,85,0,60
826,59,1,2,1,1,,1,18,85,0,70
827,80,1,2,1,1,2,2,4,0,100,0
828,70,1,2,1,,2,3,17,100,0,70
829,58,1,2,1,,2,1,22,100,0,85
830,29,1,2,2,,3,2,15,0,99,0
831,,5,2,1,,2,2,,15,85,15
832,41,1,2,1,1,2,3,19,90,0,85
833,35,2,2,1,,3,1,1,50,50,
834,36,4,2,2,,,3,20,90,0,80
835,34,1,2,2,2,4,1,12,60,50,50
836,53,1,2,2,,2,2,13,70,85,
837,52,1,2,1,1,2,3,15,85,0,60
838,24,1,2,2,1,2,1,,100,0,95
839,41,2,2,1,1,1,1,4,100,,100
840,76,1,2,1,1,3,3,2,85,0,65
841,74,1,2,1,,2,1,15,100,15,100
842,79,2,2,1,,2,1,4,100,50,100
843,48,1,2,2,,2,2,3,60,40,15
844,62,3,1,1,,2,2,19,0,100,0
845,54,2,2,1,1,1,1,2,100,15,100
846,71,2,2,1,1,1,1,22,100,15,85
847,40,1,2,1,1,2,3,12,85,15,50
848,36,3,1,1,1,2,2,17,0,85,0
849,48,1,2,1,1,2,1,7,70,0,70
850,34,1,2,2,2,4,3,2,40,85,
851,58,1,2,1,1,1,1,22,95,0,95
852,49,1,2,1,1,3,1,14,99,1,80
853,67,1,2,1,1,2,1,10,80,0,80
854,57,6,2,2,1,3,3,4,0,87,0
855,29,3,1,2,2,2,3,10,100,60,0
856,37,1,2,1,,1,3,10,100,0,75
857,79,1,2,1,1,,2,17,0,100,30
858,33,1,2,1,1,,3,17,50,0,15
859,65,1,2,1,,1,2,22,0,100,0
860,55,2,2,2,,2,3,,0,100,0
861,68,1,2,1,1,2,3,6,85,0,70
862,39,3,1,1,1,2,1,7,100,0,70
863,80,1,2,1,1,1,2,14,30,100,15
864,50,1,2,1,2,2,3,18,90,1,85
865,57,1,2,1,,2,2,16,0,70,15
866,76,1,2,1,1,1,2,,15,100,
867,71,1,2,2,,2,3,16,60,70,0
868,58,1,2,1,2,2,1,20,95,0,95
869,47,1,2,1,,,3,14,70,85,15
870,43,1,2,2,2,2,3,5,15,100,0
871,22,1,2,1,,2,1,1,0,100,0
872,69,1,2,2,1,,3,,0,70,0
873,62,1,2,1,1,2,2,15,0,100,0
874,73,3,1,1,1,2,3,9,15,,15
875,32,1,2,1,1,2,2,1,10,99,0
876,30,3,1,2,,2,1,21,85,0,50
877,47,1,2,1,,2,3,5,85,0,85
878,35,1,2,1,1,3,2,19,0,100,0
879,66,1,2,2,,2,2,6,15,85,40
880,42,3,1,1,1,2,1,10,95,0,85
881,25,1,2,2,,3,1,8,70,0,0
882,31,6,2,2,,1,5,2,100,0,80
883,36,2,2,1,1,3,1,4,100,15,15
884,63,1,2,1,,2,1,20,60,0,95
885,54,3,1,1,1,2,5,,50,40,50
886,64,1,2,1,,3,1,11,50,15,60
887,62,1,2,1,,3,2,3,85,0,70
888,59,2,2,1,2,3,3,,90,0,100
889,74,1,2,1,1,4,2,,0,85,0
890,48,1,2,1,1,1,1,4,90,0,85
891,66,1,2,1,1,2,1,14,100,0,100
892,73,1,2,2,2,2,2,10,0,100,0
893,30,6,2,1,,1,3,8,15,70,15
894,63,1,2,1,,2,2,9,0,85,
895,69,2,2,1,1,1,1,10,100,0,100
896,61,2,2,1,1,2,1,10,70,30,70
897,43,1,2,1,1,2,2,20,0,100,0
898,68,1,2,1,,1,2,10,0,100,0
899,58,1,2,1,,1,2,22,50,60,40
900,58,1,2,1,,,2,20,0,100,0
901,65,1,2,1,1,1,2,11,15,100,0
902,78,1,2,1,1,1,5,2,100,0,85
903,54,1,2,1,,2,2,20,15,100,15
904,72,1,2,1,,2,1,10,100,0,85
905,69,2,2,1,1,2,2,21,40,100,15
906,52,1,2,2,1,2,2,10,30,90,15
907,59,2,2,1,1,2,1,1,85,0,85
908,30,1,2,1,1,2,3,10,82,0,60
909,41,1,2,2,,,3,9,15,60,15
910,36,1,2,1,1,3,2,16,15,100,15
911,80,1,2,1,1,2,3,8,98,0,80
912,45,1,2,1,1,2,1,16,100,40,70
913,57,5,2,2,2,2,3,6,70,40,60
914,70,2,2,1,1,3,1,5,100,0,100
915,53,1,2,1,,3,2,7,30,85,50
916,53,1,2,1,1,2,1,20,100,0,85
917,51,1,2,1,1,1,3,22,100,0,95
918,80,1,2,1,,3,2,10,,100,0
919,50,3,1,2,,3,1,2,85,0,60
920,57,1,2,1,1,2,3,18,15,100,15
921,41,1,2,1,,2,2,18,5,5,0
922,37,1,2,2,,3,2,17,30,85,0
923,76,3,1,1,1,,3,2,100,20,50
924,80,1,2,1,,3,3,1,,,
925,63,1,2,1,,2,3,21,85,15,85
926,80,1,2,1,1,2,2,10,85,100,50
927,40,3,1,1,,2,1,10,100,30,85
928,53,1,2,1,,,3,14,0,100,0
929,37,3,1,2,1,2,1,15,85,0,85
930,63,1,2,2,2,2,3,12,40,30,15
931,69,3,1,1,1,,1,8,100,0,70
932,29,1,2,1,1,4,3,14,60,15,40
933,55,1,2,1,,,1,10,85,30,60
934,74,1,2,1,,3,3,5,70,0,85
935,63,1,2,1,,2,1,11,,0,100
936,65,1,2,2,,2,,4,75,20,65
937,26,1,2,2,1,2,2,9,0,100,0
938,63,1,2,1,,3,2,17,0,85,0
939,39,1,2,1,,2,3,19,40,30,0
940,56,1,2,1,,3,1,15,60,15,60
941,28,1,2,1,1,3,2,9,55,60,20
942,50,1,2,1,1,,1,21,100,0,90
943,45,3,1,1,1,2,1,22,95,15,85
944,35,3,1,2,,3,3,11,50,50,50
945,73,1,2,1,,3,2,2,20,100,0
946,37,1,2,1,,4,3,3,0,100,0
947,53,3,1,1,,3,3,14,60,70,40
948,27,6,2,2,,4,1,15,100,0,85
949,45,1,2,2,,4,2,14,0,100,0
950,45,2,2,1,,,1,15,100,0,85
951,40,1,2,2,,3,1,1,50,70,50
952,32,4,2,2,1,2,1,1,75,0,35
953,58,6,2,1,1,2,3,21,0,100,0
954,70,2,2,1,1,3,1,3,100,50,80
955,78,3,1,1,,3,3,17,50,15,60
956,71,1,2,1,,3,2,,0,100,0
957,58,1,2,1,,2,3,15,85,0,70
958,62,1,2,1,1,4,5,20,100,0,100
959,27,1,2,1,2,3,2,22,75,70,30
960,23,3,1,2,2,4,3,22,85,0,0
961,41,1,2,1,1,3,1,22,100,0,60
962,57,5,2,1,,2,3,6,30,60,15
963,45,1,2,1,1,2,3,18,20,100,15
964,57,1,2,2,,3,3,18,50,85,30
965,26,1,2,2,,2,2,10,20,70,20
966,66,1,2,2,,2,1,17,85,,50
967,63,1,2,1,1,2,1,4,100,0,100
968,65,3,1,1,1,2,3,15,100,0,100
969,63,1,2,1,1,1,1,20,95,0,85
970,34,1,2,2,,2,1,13,85,0,70
971,60,2,2,1,,1,3,6,97,0,90
972,50,1,2,1,1,2,1,22,70,0,70
973,45,1,2,1,,2,2,,40,85,15
974,34,2,2,1,1,2,1,11,85,0,60
975,,2,2,1,,1,1,,100,0,100
976,41,3,1,2,,1,1,15,85,0,85
977,62,1,2,1,1,2,2,19,50,100,0
978,46,1,2,1,,2,2,,70,85,15
979,43,1,2,1,1,2,1,22,85,15,40
980,80,2,2,1,1,2,1,2,100,0,70
981,35,2,2,1,2,,1,10,100,0,85
982,71,1,2,2,2,3,3,10,,,
983,31,6,2,1,,3,3,18,100,30,60
984,30,1,2,2,,3,2,2,40,70,0
985,38,6,2,1,1,2,1,17,85,15,85
986,67,2,2,1,1,2,1,8,85,0,75
987,60,2,2,1,,3,1,5,100,50,85
988,27,3,1,1,2,,1,4,85,0,60
989,67,1,2,2,1,2,2,10,15,100,15
990,34,1,2,1,,2,1,7,100,0,85
991,34,1,2,1,1,3,3,21,50,52,0
992,,,,1,,2,2,,0,90,10
993,46,1,2,1,1,2,3,19,40,85,15
994,43,1,2,1,,1,3,15,100,10,60
995,74,3,1,1,1,,2,15,5,100,5
996,51,1,2,1,,2,1,11,70,30,60
997,51,1,2,1,1,2,2,22,30,85,0
998,66,1,2,1,,2,2,17,0,85,30
999,70,1,2,1,1,1,1,15,100,0,100
1000,70,1,2,1,1,2,2,,60,60,30
1001,,1,2,2,,4,,,60,50,0
1002,66,1,2,1,,2,2,5,50,100,40
1003,32,1,2,1,1,1,1,22,85,0,60
1004,54,3,1,1,1,2,1,11,100,0,60
1005,23,1,2,2,,4,5,18,50,100,0
1006,41,2,2,1,1,2,1,9,85,0,85
1007,30,1,2,2,,,3,3,85,70,50
1008,43,3,1,2,1,2,1,13,70,0,40
1009,41,1,2,1,1,,2,9,0,100,0
1010,78,2,2,1,1,1,1,17,100,0,100
1011,55,6,2,1,1,2,3,17,30,85,15
1012,80,1,2,1,,2,2,,30,85,
1013,58,1,2,1,,3,3,21,50,60,30
1014,50,1,2,1,,,3,18,15,85,30
1015,33,1,2,1,1,1,3,10,30,0,0
1016,24,3,1,2,1,4,2,6,0,100,0
1017,80,1,2,1,,2,2,17,0,100,0
1018,,1,2,1,1,4,3,,0,85,0
1019,48,1,2,1,1,2,1,21,85,15,70
1020,63,1,2,2,1,3,5,3,100,8,80
1021,36,1,2,1,1,2,1,22,85,0,70
1022,,4,2,2,1,,3,22,50,40,50
1023,50,1,2,1,,4,2,20,60,85,15
1024,62,1,2,1,,1,2,,15,100,
1025,80,1,2,1,1,3,2,17,70,15,50
1026,66,1,2,1,1,2,2,7,50,85,30
1027,43,1,2,1,1,2,1,6,85,0,75
1028,,1,2,1,1,1,1,,100,0,100
1029,39,1,2,1,,3,1,21,100,0,85
1030,71,1,2,1,,2,1,19,100,0,70
1031,64,1,2,1,1,3,2,3,50,100,40
1032,52,1,2,1,1,3,2,16,40,100,0
1033,36,1,2,1,,3,3,,85,0,60
1034,51,1,2,1,1,,3,15,0,100,0
1035,56,1,2,2,,2,2,6,50,70,0
1036,65,3,1,2,,3,3,6,100,0,100
1037,21,1,2,2,,,2,6,50,85,0
1038,41,1,2,2,,3,1,18,100,0,70
1039,37,3,1,2,2,2,5,10,70,0,60
1040,72,1,2,1,1,2,1,13,85,0,85
1041,42,1,2,2,1,3,3,11,30,60,0
1042,79,1,2,1,,2,1,17,70,0,70
1043,32,1,2,1,2,2,2,1,90,15,65
1044,43,1,2,1,,2,2,13,15,85,0
1045,23,1,2,2,1,1,1,3,85,0,70
1046,36,2,2,1,1,2,1,17,100,0,60
1047,60,6,2,1,,2,3,1,0,100,0
1048,29,1,2,2,1,3,2,16,15,100,15
1049,66,3,1,1,1,4,3,3,90,0,70
1050,78,1,2,1,,2,2,1,0,100,0
1051,70,1,2,1,,2,2,,15,100,15
1052,80,1,2,1,1,,3,5,70,15,30
1053,33,1,2,2,,3,2,18,30,100,0
1054,27,1,2,1,,2,1,9,70,0,51
1055,61,1,2,1,1,2,3,18,50,30,60
1056,35,1,2,1,,1,3,19,60,0,85
1057,41,1,2,2,,1,2,,50,100,0
1058,30,1,2,1,1,2,5,16,100,10,30
1059,72,1,2,1,1,4,1,1,85,,70
1060,33,1,2,2,,3,2,10,50,70,0
1061,35,1,2,2,,3,2,16,60,100,50
1062,33,3,1,2,,2,2,8,0,100,0
1063,74,1,2,1,,1,1,2,100,70,100
1064,38,1,2,1,,3,3,17,85,15,70
1065,80,1,2,1,,2,3,2,0,85,0
1066,46,1,2,1,1,2,1,2,100,0,100
1067,30,1,2,2,,,1,10,100,30,85
1068,57,1,2,1,,,2,,0,100,15
1069,50,1,2,2,,2,2,4,10,90,0
1070,24,2,2,2,,2,3,1,50,50,85
1071,80,1,2,1,,2,3,16,85,0,85
1072,59,1,2,1,1,4,2,1,0,100,0
1073,74,1,2,1,,1,1,5,100,0,100
1074,39,1,2,1,,3,3,13,85,40,50
1075,75,1,2,1,,1,1,10,100,0,100
1076,30,4,2,1,1,1,1,22,80,0,95
1077,,1,2,1,,3,2,,6,99,5
1078,80,1,2,1,1,2,2,18,15,100,15
1079,31,2,2,1,1,4,1,13,100,0,100
1080,69,3,1,2,,2,2,6,50,40,40
1081,56,1,2,1,1,3,1,15,100,0,85
1082,75,1,2,1,,2,2,14,0,100,15
1083,65,1,2,1,1,1,1,3,80,0,80
1084,29,6,2,1,2,3,1,15,95,0,65
1085,72,1,2,1,1,2,2,16,40,85,
1086,60,3,1,1,,,2,5,0,100,0
1087,25,3,1,2,1,3,3,1,85,15,50
1088,78,1,2,1,,,2,,3,100,
1089,60,1,2,1,1,2,1,8,85,60,70
1090,53,1,2,1,,1,3,6,15,85,15
1091,66,1,2,1,,2,3,,100,15,85
1092,35,4,2,1,,1,3,1,50,40,40
1093,61,6,2,1,,2,3,,30,50,50
1094,46,2,2,1,1,3,1,6,100,0,100
1095,70,1,2,1,1,2,3,10,50,60,40
1096,78,1,2,1,1,2,3,,40,85,30
1097,63,1,2,1,1,3,1,4,85,,70
1098,40,1,2,1,,,2,,0,100,0
1099,51,1,2,1,1,1,1,20,100,0,90
1100,,1,2,1,1,3,2,10,0,100,0
1101,41,1,2,1,1,2,3,18,85,5,65
1102,80,1,2,1,,2,2,16,0,100,0
1103,25,1,2,2,1,3,1,19,80,30,50
1104,41,1,2,2,,3,3,14,85,70,50
1105,29,6,2,1,1,3,3,9,100,0,80
1106,57,1,2,1,2,2,1,22,100,0,100
1107,51,2,2,1,1,2,1,8,85,40,85
1108,31,1,2,1,1,3,2,15,40,70,30
1109,58,2,2,1,,1,1,15,100,0,100
1110,53,3,1,1,,3,3,1,50,60,40
1111,45,4,2,1,,3,2,18,40,100,0
1112,54,1,2,1,,2,3,21,85,0,100
1113,55,1,2,1,,3,3,17,100,15,100
1114,76,1,2,1,,3,2,,40,100,30
1115,53,1,2,1,,2,2,7,0,100,0
1116,56,3,1,1,1,2,1,1,85,40,100
1117,49,1,2,1,1,1,1,22,100,0,100
1118,,1,2,1,1,3,3,11,60,50,60
1119,55,3,1,1,1,2,1,10,100,15,85
1120,72,1,2,1,,2,3,16,70,15,70
1121,57,5,2,1,,1,5,10,15,85,0
1122,30,3,1,2,,3,1,13,85,0,85
1123,37,1,2,2,,2,1,20,100,0,85
1124,74,1,2,1,1,2,3,,85,30,60
1125,38,1,2,1,1,2,1,18,85,0,70
1126,68,1,2,2,,2,2,18,15,85,0
1127,75,1,2,1,,4,2,12,70,30,65
1128,71,1,2,1,1,2,1,15,100,0,70
1129,68,,2,1,1,2,2,13,30,85,0
1130,32,6,2,1,1,1,1,21,95,0,85
1131,50,1,2,1,,2,1,17,99,0,70
1132,65,3,1,1,1,1,2,,0,100,0
1133,35,2,2,2,1,1,1,19,100,0,85
1134,26,1,2,1,1,,1,9,85,30,70
1135,37,1,2,1,1,2,3,17,100,0,70
1136,78,1,2,1,1,2,2,6,0,85,0
1137,42,1,2,1,,3,3,1,0,100,60
1138,42,1,2,1,1,2,2,19,0,100,0
1139,71,1,2,2,2,3,3,3,85,85,0
1140,58,1,2,2,2,2,3,1,30,15,15
1141,57,2,2,1,,3,1,1,100,0,100
1142,61,1,2,1,,1,5,11,,,
1143,37,1,2,2,,2,3,18,75,20,65
1144,49,3,1,1,,2,3,20,70,40,60
1145,80,,2,2,,2,1,,,,
1146,34,3,1,1,,2,2,6,30,100,15
1147,71,3,1,1,1,2,1,7,100,0,100
1148,42,1,2,1,,3,2,19,40,85,50
1149,62,1,2,1,1,3,2,20,0,85,0
1150,63,1,2,1,,2,2,5,30,85,25
1151,27,1,2,1,,3,1,11,98,0,65
1152,38,2,2,1,,1,1,7,100,60,70
1153,33,1,2,2,1,3,3,17,50,90,30
1154,63,1,2,1,,2,2,7,0,100,0
1155,38,1,2,2,,3,3,7,15,15,0
1156,72,1,2,1,1,1,2,20,0,100,0
1157,26,1,2,2,,2,1,13,85,0,80
1158,35,1,2,2,,2,3,10,30,60,40
1159,61,1,2,1,1,2,2,9,0,100,15
1160,58,1,2,2,1,2,2,2,70,90,60
1161,39,1,2,1,1,4,3,2,50,75,0
1162,54,4,2,1,,3,1,20,85,0,70
1163,52,3,1,1,,1,3,17,50,85,30
1164,69,1,2,1,,3,2,11,0,100,0
1165,60,1,2,1,1,1,3,4,100,0,100
1166,67,1,2,1,1,4,1,14,70,15,60
1167,47,1,2,1,1,2,1,11,100,0,100
1168,67,1,2,1,1,2,2,6,0,100,0
1169,57,1,2,1,1,1,1,12,85,0,85
1170,31,1,2,1,1,2,1,22,85,0,75
1171,73,1,2,1,1,2,3,3,,,
1172,70,3,1,1,,2,2,4,60,95,50
1173,80,1,2,1,,3,2,3,0,85,0
1174,61,1,2,1,1,1,3,8,60,60,60
1175,41,1,2,1,,4,1,19,70,40,60
1176,68,1,2,1,,3,2,13,50,,15
1177,32,2,2,1,,2,1,9,70,0,60
1178,65,3,1,1,,3,3,11,85,50,70
1179,28,1,2,1,,2,3,3,80,1,60
1180,33,2,2,1,1,3,1,1,90,0,50
1181,30,1,2,2,,,2,10,40,80,0
1182,64,1,2,1,,1,2,2,0,100,0
1183,61,1,2,1,,3,2,14,60,85,0
1184,49,1,2,1,1,3,3,15,100,0,70
1185,62,1,2,2,2,2,1,10,100,0,100
1186,39,3,1,2,,4,3,2,60,60,15
1187,,2,2,1,,2,3,1,60,60,70
1188,66,4,2,1,1,2,2,15,0,100,15
1189,62,6,2,2,,2,1,1,100,15,85
1190,80,1,2,1,1,,3,13,70,70,70
1191,62,1,2,1,,2,3,,85,0,85
1192,47,1,2,1,1,,2,,0,70,15
